,code_circo,estimation,participation,candidat_1,candidat_1_parti,candidat_1_score,candidat_2,candidat_2_parti,candidat_2_score,candidat_3,candidat_3_parti,candidat_3_score,second_tour,NFP_vs_RN,diff_vote,swing_circo
136,031-06,False,74.68,Arnaud SIMION / NFP / Parti socialiste,NFP,34.03,Nadine DEMANGE-FIERLEJ / EXD / Rassemblement national,EXD,30.92,Monique IBORRA / ENS / Renaissance,ENS,29.6,True,True,3.1099999999999994,<5
137,031-07,False,71.25,Gaëtan INARD / EXD / À droite ! Les amis d’Éric Ciotti,EXD,40.37,Christophe BEX / NFP / La France insoumise,NFP,33.17,Elisabeth TOUTUT-PICARD / ENS / Renaissance,ENS,24.81,True,True,7.199999999999996,
138,031-08,False,70.82,Loïc DELCHARD / EXD / Rassemblement national,EXD,40.54,Joël AVIRAGNET / NFP / Parti socialiste,NFP,36.9,,,,True,True,3.6400000000000006,<5
139,031-09,False,70.28,Christine ARRIGHI / NFP / Les Écologistes,NFP,47.53,Caroline BEOUT / EXD / Rassemblement national,EXD,24.89,Florian DELRIEU / ENS / Renaissance,ENS,22.36,True,True,22.64,
140,031-10,False,77.55,Jacques OBERTI / NFP / Parti socialiste,NFP,36.24,Caroline FALGAS-COLOMINA / EXD / Rassemblement national,EXD,30.37,Dominique FAURE / ENS / Parti radical,ENS,28.99,True,True,5.870000000000001,
141,032-01,False,73.93,Jean-Luc YELMA / EXD / Rassemblement national,EXD,35.71,Jean-René CAZENEUVE / ENS / Renaissance,ENS,30.9,Pascal LEVIEUX / NFP / La France insoumise,NFP,27.17,True,False,4.810000000000002,<5
142,032-02,False,73.76,David TAUPIAC / Parti socialiste,,45.8,Alice CENDRÉ / EXD / Rassemblement national,EXD,35.49,,,,True,False,10.309999999999995,
143,033-01,False,71.74,Thomas CAZENAVE / ENS / Renaissance,ENS,38.31,Céline PAPIN / NFP / Les Écologistes,NFP,34.23,Bruno PALUTEAU / EXD / Rassemblement national,EXD,21.0,True,False,4.080000000000005,<5
144,033-02,False,73.38,Nicolas THIERRY / NFP / Les Écologistes,NFP,49.45,Véronique JURAMY / ENS / Renaissance,ENS,29.08,,,,True,False,20.370000000000005,
145,033-03,False,68.95,Loïc PRUD'HOMME / NFP / La France insoumise,NFP,49.83,Ariane ARY / ENS / Modem,ENS,27.75,Maryvonne BASTERES / EXD / Rassemblement national,EXD,19.56,True,False,22.08,
146,033-04,False,65.73,Alain DAVID / NFP / Parti socialiste,NFP,42.36,Julie RECHAGNEUX / EXD / Rassemblement national,EXD,32.37,,,,True,True,9.990000000000002,
147,033-05,False,69.92,Grégoire DE FOURNAS / EXD / Rassemblement national,EXD,42.32,Pascale GOT / NFP / Parti socialiste,NFP,31.79,Stéphane SENCE / ENS / Horizons,ENS,18.59,True,True,10.530000000000001,
148,033-06,False,73.5,Marie RECALDE / NFP / Parti socialiste,NFP,35.24,Eric POULLIAT / ENS / Renaissance,ENS,32.78,Jimmy BOURLIEUX / EXD / Rassemblement national,EXD,27.07,True,False,2.460000000000001,<5
149,033-07,False,72.04,Sébastien SAINT-PASTEUR / NFP / Parti socialiste,NFP,38.5,Bérangère COUILLARD / ENS / Renaissance,ENS,33.12,Clémence NAVEYS--DUMAS / EXD / Rassemblement national,EXD,22.43,True,False,5.380000000000003,
150,033-08,False,71.49,Laurent LAMARA / EXD / Rassemblement national,EXD,36.86,Sophie PANONACLE / ENS / Renaissance,ENS,31.71,Marylène FAURE / NFP / Parti communiste français,NFP,18.7,True,False,5.149999999999999,
151,033-09,False,72.19,François-Xavier MARQUES / EXD / Rassemblement national,EXD,38.54,Sophie METTE / ENS / Modem,ENS,30.03,Corinne MARTINEZ / NFP / Parti socialiste,NFP,27.89,True,False,8.509999999999998,
152,033-10,False,70.63,Sandrine CHADOURNE / EXD / Rassemblement national,EXD,43.8,Florent BOUDIÉ / ENS / Renaissance,ENS,29.96,Pascal BOURGOIS / NFP / Les Écologistes,NFP,24.29,True,False,13.839999999999996,
153,033-11,False,67.44,Edwige DIAZ / EXD / Rassemblement national,EXD,53.33,,,,,,,False,False,,
154,033-12,False,72.41,Rémy BERTHONNEAU / EXD / Rassemblement national,EXD,38.41,Mathilde FELD / NFP / La France insoumise,NFP,28.85,Pascal LAVERGNE / ENS / Renaissance,ENS,27.62,True,True,9.559999999999995,
155,034-01,False,68.53,Josyan OLIVA / EXD / À droite ! Les amis d’Éric Ciotti,EXD,34.11,Jean-Louis ROUMEGAS / NFP / Les Écologistes,NFP,34.04,Patricia MIRALLES / ENS / Renaissance,ENS,22.54,True,True,0.07000000000000028,<0.5
156,034-02,False,64.36,Nathalie OZIOL / NFP / La France insoumise,NFP,58.22,,,,,,,False,False,,
157,034-03,False,73.79,Fanny DOMBRE-COSTE / NFP / Parti socialiste,NFP,33.9,Lauriane TROISE / EXD / Rassemblement national,EXD,32.28,Laurence CRISTOL / ENS / Renaissance,ENS,29.1,True,True,1.6199999999999974,<2
158,034-04,False,73.3,Manon BOUQUIN / EXD / Rassemblement national,EXD,41.26,Sébastien ROME / NFP / La France insoumise,NFP,33.0,Jean-François ELIAOU / ENS / Horizons,ENS,22.56,True,True,8.259999999999998,
159,034-05,False,69.57,Stéphanie GALZY / EXD / Rassemblement national,EXD,48.88,Aurélien MANENC / NFP / Parti socialiste,NFP,32.27,,,,True,True,16.61,
160,034-06,False,66.97,Julien GABARRON / EXD / Rassemblement national,EXD,41.05,Emmanuelle MÉNARD / Divers droite,,27.25,Magali CROZIER / NFP / La France insoumise,NFP,21.08,True,False,13.799999999999997,
161,034-07,False,67.84,Aurélien LOPEZ-LIGUORI / EXD / Rassemblement national,EXD,51.66,,,,,,,False,False,,
162,034-08,False,69.07,Cédric DELAPIERRE / EXD / Rassemblement national,EXD,40.12,Sylvain CARRIERE / NFP / La France insoumise,NFP,32.71,,,,True,True,7.409999999999997,
163,034-09,False,67.71,Charles ALLONCLE / EXD / À droite ! Les amis d’Éric Ciotti,EXD,36.43,Nadia BELAOUNI / NFP / La France insoumise,NFP,29.27,Patrick VIGNAL / ENS / Renaissance,ENS,25.0,True,True,7.16,
164,035-01,False,72.97,Marie MESMEUR / NFP / La France insoumise,NFP,42.31,Nicolas BOUCHER / ENS / Modem,ENS,31.88,Jeanne REY DU BOISSIEU / EXD / Rassemblement national,EXD,17.65,True,False,10.430000000000003,
165,035-02,False,76.87,Tristan LAHAIS / NFP / Génération.s,NFP,40.31,Laurence MAILLART-MÉHAIGNERIE / ENS / Renaissance,ENS,34.24,Bérénice VANHAECKE / EXD / Rassemblement national,EXD,17.43,True,False,6.07,
166,035-03,False,73.73,Claudia ROUAUX / NFP / Parti socialiste,NFP,36.77,Charlotte FAILLÉ / ENS / Horizons,ENS,29.71,Virginie D'ORSANNE / EXD / Rassemblement national,EXD,28.12,True,False,7.060000000000002,
167,035-04,False,72.61,Jacques FRANÇOIS / EXD / Rassemblement national,EXD,32.3,Mathilde HIGNET / NFP / La France insoumise,NFP,32.1,Anne PATAULT / ENS / Renaissance,ENS,24.06,True,True,0.19999999999999574,<0.5
168,035-05,False,72.51,Christine LE NABOUR / ENS / Renaissance,ENS,42.42,Françoise GILOIS / EXD / Rassemblement national,EXD,29.82,Gilles RENAULT / NFP / La France insoumise,NFP,25.85,True,False,12.600000000000001,
169,035-06,False,73.01,Thierry BENOIT / ENS / Horizons,ENS,41.81,Tangi MARION / EXD / Rassemblement national,EXD,30.94,Elsa LAFAYE / NFP / Parti communiste français,NFP,25.13,True,False,10.870000000000001,
170,035-07,False,71.87,Jean-Luc BOURGEAUX / Divers droite,,43.33,Dylan LEMOINE / EXD / Rassemblement national,EXD,28.2,Nicolas GUIVARC'H / NFP / La France insoumise,NFP,22.23,True,False,15.129999999999999,
171,035-08,False,75.31,Mickaël BOULOUX / NFP / Parti socialiste,NFP,52.84,,,,,,,False,False,,
172,036-01,False,66.06,Mylène WUNSCH / EXD / Rassemblement national,EXD,40.2,François JOLIVET / ENS / Horizons,ENS,35.12,Eloïse GONZALEZ / NFP / La France insoumise,NFP,21.69,True,False,5.080000000000005,
173,036-02,False,69.79,Marc SIFFERT / EXD / À droite ! Les amis d’Éric Ciotti,EXD,41.71,Nicolas FORISSIER / LR / Les Républicains,LR,31.82,Clément SAPIN / NFP / Parti socialiste,NFP,23.46,True,False,9.89,
174,037-01,False,66.29,Charles FOURNIER / NFP / Les Écologistes,NFP,45.32,Benoist PIERRE / ENS / Renaissance,ENS,24.17,,,,True,False,21.15,
175,037-02,False,70.52,Corine FOUGERON / EXD / Rassemblement national,EXD,35.08,Daniel LABARONNE / ENS / Renaissance,ENS,32.58,Christelle GOBERT / NFP / La France insoumise,NFP,23.33,True,False,2.5,<5
176,037-03,False,70.23,Henri ALFANDARI / ENS / Horizons,ENS,32.87,Jules ROBIN / EXD / À droite ! Les amis d’Éric Ciotti,EXD,32.21,Sandra BARBIER / NFP / La France insoumise,NFP,25.56,True,False,0.6599999999999966,<1
177,037-04,False,68.46,Jean-François BELLANGER / EXD / Rassemblement national,EXD,32.89,Laurent BAUMEL / NFP / Parti socialiste,NFP,29.73,Fabienne COLBOC / ENS / Renaissance,ENS,27.65,True,True,3.16,<5
178,037-05,False,70.21,François DUCAMP / EXD / Rassemblement national,EXD,35.25,Sabine THILLAYE / ENS / Modem,ENS,26.75,Marina COCCIA / NFP / Parti communiste français,NFP,24.13,True,False,8.5,
179,038-01,False,75.86,Hugo PREVOST / NFP / La France insoumise,NFP,40.19,Olivier VÉRAN / ENS / Renaissance,ENS,33.62,Alexandre LACROIX / EXD / À droite ! Les amis d’Éric Ciotti,EXD,18.34,True,False,6.57,
180,038-02,False,67.92,Cyrielle CHATELAIN / NFP / Les Écologistes,NFP,42.17,Edouard ROBERT / EXD / Rassemblement national,EXD,30.5,Louve CARRIÈRE / ENS / Renaissance,ENS,19.23,True,True,11.670000000000002,
181,038-03,False,70.01,Élisa MARTIN / NFP / La France insoumise,NFP,42.84,Christel DUPRÉ / EXD / Rassemblement national,EXD,22.74,Émilie CHALAS / ENS / Renaissance,ENS,20.01,True,True,20.100000000000005,
182,038-04,False,71.51,Marie-Noëlle BATTISTEL / NFP / Parti socialiste,NFP,42.52,Anne-Marie MALANDRINO / EXD / À droite ! Les amis d’Éric Ciotti,EXD,32.12,,,,True,True,10.400000000000006,
183,038-05,False,73.48,Jérémie IORDANOFF / NFP / Les Écologistes,NFP,36.42,Frédérique SCHREIBER / EXD / Rassemblement national,EXD,30.8,Jean-Charles COLAS-ROY / ENS / Renaissance,ENS,20.53,True,True,5.620000000000001,
184,038-06,False,69.03,Alexis JOLLY / EXD / Rassemblement national,EXD,47.55,Yaqine DI SPIGNO / NFP / La France insoumise,NFP,20.85,,,,True,True,26.699999999999996,
185,038-07,False,71.33,Benoît AUGUSTE / EXD / Rassemblement national,EXD,42.1,Yannick NEUDER / LR / Les Républicains,LR,27.56,Dominique DICHARD / NFP / Parti communiste français,NFP,19.81,True,False,14.540000000000003,
186,038-08,False,70.73,Hanane MANSOURI / EXD / À droite ! Les amis d’Éric Ciotti,EXD,39.92,Cécile MICHEL / NFP / Les Écologistes,NFP,24.5,Caroline ABADIE / ENS / Renaissance,ENS,20.49,True,True,15.420000000000002,
187,038-09,False,71.64,Cécile BENE / EXD / Rassemblement national,EXD,34.04,Sandrine NOSBÉ / NFP / La France insoumise,NFP,27.99,Élodie JACQUIER-LAFORGE / ENS / Modem,ENS,27.26,True,True,6.050000000000001,
188,038-10,False,68.13,Thierry PEREZ / EXD / Rassemblement national,EXD,42.83,Joëlle RICHOL / NFP / La France insoumise,NFP,25.43,Marjolaine MEYNIER-MILLEFERT / ENS / Renaissance,ENS,22.19,True,True,17.4,
189,039-01,False,71.45,Valérie GRABY / EXD / Rassemblement national,EXD,39.03,Danielle BRULEBOIS / ENS / Renaissance,ENS,36.16,Anthony BRONDEL / NFP / La France insoumise,NFP,23.06,True,False,2.8700000000000045,<5
190,039-02,False,69.48,Marie-Christine DALLOZ / LR / Les Républicains,LR,38.59,Thierry MOSCA / EXD / Rassemblement national,EXD,32.76,Evelyne TERNANT / NFP / Parti communiste français,NFP,24.75,True,False,5.830000000000005,
191,039-03,False,71.09,Aurore VUILLEMIN-PLANCON / EXD / Rassemblement national,EXD,39.73,Justine GRUET / LR,LR,34.34,Hervé PRAT / NFP / Les Écologistes,NFP,24.29,True,False,5.3899999999999935,
192,040-01,False,71.12,Veronique FOSSEY / EXD / Rassemblement national,EXD,37.23,Geneviève DARRIEUSSECQ / ENS / Modem,ENS,28.25,Marie-Laure LAFARGUE / NFP / Parti socialiste,NFP,27.08,True,False,8.979999999999997,
193,040-02,False,71.81,Ludovic BIESBROUCK / EXD / Rassemblement national,EXD,32.6,Lionel CAUSSE / ENS / Renaissance,ENS,30.05,Jean-Marc LESPADE / NFP / Parti communiste français,NFP,28.43,True,False,2.5500000000000007,<5
194,040-03,False,73.15,Boris VALLAUD / NFP / Parti socialiste,NFP,37.1,Sylvie FRANCESCHINI / EXD / Rassemblement national,EXD,35.59,,,,True,True,1.509999999999998,<2
195,041-01,False,67.53,Marine BARDET / EXD / Rassemblement national,EXD,35.22,Marc FESNEAU / ENS / Modem,ENS,34.56,,,,True,False,0.6599999999999966,<1
196,041-02,False,67.38,Roger CHUDEAU / EXD / Rassemblement national,EXD,49.72,Nils AUCANTE / Divers droite,,20.07,,,,True,False,29.65,
197,041-03,False,70.29,Virginia DE OLIVEIRA / EXD / Rassemblement national,EXD,41.06,Christophe MARION / ENS / Renaissance,ENS,36.25,Noé PETIT / NFP / Les Écologistes,NFP,19.55,True,False,4.810000000000002,<5
198,042-01,False,66.32,Pierrick COURBON / NFP / Parti socialiste,NFP,40.34,Marie SIMON / EXD / Rassemblement national,EXD,31.97,Quentin BATAILLON / ENS / Renaissance,ENS,23.72,True,True,8.370000000000005,
199,042-02,False,63.53,Andrée TAURINYA / NFP / La France insoumise,NFP,43.09,Hervé BREUIL / EXD / Rassemblement national,EXD,27.13,"Eric LE JAOUEN / Union de la droite, du centre et des indépendants",,23.08,True,True,15.960000000000004,
200,042-03,False,67.94,Angelina LA MARCA / EXD / Rassemblement national,EXD,40.89,Emmanuel MANDON / ENS / Modem,ENS,29.11,Vincent BONY / NFP / Parti communiste français,NFP,27.34,True,False,11.780000000000001,
201,042-04,False,69.33,Gerbert RAMBAUD / EXD / Debout la France,EXD,40.8,Sylvie BONNET / LR / Les Républicains,LR,30.72,Bernard PAEMELAERE / NFP / La France insoumise,NFP,26.54,True,False,10.079999999999998,
202,042-05,False,71.6,Antoine VERMOREL-MARQUES / LR / Les Républicains,LR,41.99,Sandrine GRANGER / EXD / Rassemblement national,EXD,36.09,Ismaël STEVENSON / NFP / La France insoumise,NFP,18.35,True,False,5.899999999999999,
203,042-06,False,71.73,Grégoire GRANGER / EXD / Rassemblement national,EXD,39.71,Jean-Pierre TAITE / LR / Les Républicains,LR,27.81,,,,True,False,11.900000000000002,
204,043-01,False,72.89,Laurent WAUQUIEZ / LR / Les Républicains,LR,36.8,Alexandre HEUZEY / EXD / Rassemblement national,EXD,34.18,Celline GACON / NFP / Les Écologistes,NFP,18.66,True,False,2.6199999999999974,<5
205,043-02,False,71.89,Jean-Pierre VIGIER / LR / Les Républicains,LR,38.69,Suzanne Maryse Denise FOURETS / EXD / Rassemblement national,EXD,32.08,Andre Antoine Célestin CHAPAVEIRE / NFP / Parti socialiste,NFP,19.55,True,False,6.609999999999999,
206,044-01,False,72.63,Karim BENBRAHIM / NFP / Parti socialiste,NFP,43.2,Mounir BELHAMITI / ENS / Renaissance,ENS,37.39,Bryan PECQUEUR / EXD / Rassemblement national,EXD,18.13,True,False,5.810000000000002,
207,044-02,False,73.81,Andy KERBRAT / NFP / La France insoumise,NFP,51.67,,,,,,,False,False,,
208,044-03,False,69.08,Ségolène AMIOT / NFP / La France insoumise,NFP,44.55,Matthieu ANNEREAU / ENS / Renaissance,ENS,24.57,Laurie ARC / EXD / Rassemblement national,EXD,20.43,True,False,19.979999999999997,
209,044-04,False,71.64,Julie LAERNOES / NFP / Les Écologistes,NFP,46.83,Aude AMADOU / ENS / Renaissance,ENS,22.66,Gaëlle PINEAU / EXD / Rassemblement national,EXD,20.06,True,False,24.169999999999998,
210,044-05,False,73.74,Fabrice ROUSSEL / NFP / Parti socialiste,NFP,37.73,Sarah EL HAÏRY / ENS / Modem,ENS,36.17,Bruno COMBY / EXD / À droite ! Les amis d’Éric Ciotti,EXD,24.73,True,False,1.5599999999999952,<2
211,044-06,False,69.48,Jean-Claude RAUX / NFP / Les Écologistes,NFP,34.16,Julio PICHON / EXD / Rassemblement national,EXD,32.85,Alain HUNAULT / Divers droite,,29.18,True,True,1.3099999999999952,<2
212,044-07,False,71.93,Sandrine JOSSO / ENS / Modem,ENS,28.49,Michel HUNAULT / EXD / À droite ! Les amis d’Éric Ciotti,EXD,28.15,Véronique MAHÉ / NFP / Parti communiste français,NFP,24.11,True,False,0.33999999999999986,<0.5
213,044-08,False,66.32,Matthias TAVEL / NFP / La France insoumise,NFP,30.99,Gauthier BOUCHET / EXD / Rassemblement national,EXD,28.87,Audrey DUFEU / ENS / Renaissance,ENS,20.28,True,True,2.1199999999999974,<5
214,044-09,False,71.32,Jean-Michel BRARD / Divers droite,,32.63,Bastian MALDINEY / EXD / Rassemblement national,EXD,32.51,Hélène MACON / NFP / La France insoumise,NFP,26.36,True,False,0.12000000000000455,<0.5
215,044-10,False,73.36,Sophie ERRANTE / ENS / Renaissance,ENS,30.57,Maxime VIANCIN / NFP / La France insoumise,NFP,27.8,Stéphanie COTREL / EXD / Rassemblement national,EXD,26.16,True,False,2.7699999999999996,<5
216,045-01,False,69.17,Stéphanie RIST / ENS / Renaissance,ENS,31.6,Ghislaine KOUNOWSKI / NFP / Parti socialiste,NFP,31.47,Tiffanie RABAULT / EXD / Rassemblement national,EXD,28.03,True,False,0.13000000000000256,<0.5
217,045-02,False,66.41,Elodie BABIN / EXD / Rassemblement national,EXD,32.91,Emmanuel DUPLESSY / NFP / Génération.s,NFP,28.03,Caroline JANVIER / ENS / Renaissance,ENS,23.03,True,True,4.8799999999999955,<5
218,045-03,False,68.61,Mathilde PARIS / EXD / Rassemblement national,EXD,45.53,"Constance DE PÉLICHY / Union de la droite, du centre et des indépendants",,32.04,Clément VERDE / NFP / La France insoumise,NFP,19.36,True,False,13.490000000000002,
219,045-04,False,64.84,Thomas MÉNAGÉ / EXD / Rassemblement national,EXD,49.65,Bruno NOTTIN / NFP / Parti communiste français,NFP,21.14,,,,True,True,28.509999999999998,
220,045-05,False,67.05,Jean-Lin LACAPELLE / EXD / Rassemblement national,EXD,43.37,Anthony BROSSE / ENS / Renaissance,ENS,22.01,Anne-Laure BOUTET / NFP / La France insoumise,NFP,19.77,True,False,21.359999999999996,
221,045-06,False,68.74,Anthony ZELLER / EXD / Rassemblement national,EXD,31.81,Richard RAMOS / ENS / Modem,ENS,30.6,Christophe LAVIALLE / NFP / Parti socialiste,NFP,29.7,True,False,1.2099999999999973,<2
222,046-01,False,73.48,Aurélien PRADIÉ / LR / Du courage !,LR,42.25,Elsa BOUGEARD / NFP / La France insoumise,NFP,24.33,Slavka MIHAYLOVA / EXD / Rassemblement national,EXD,23.06,True,False,17.92,
223,046-02,False,74.33,Christophe PROENÇA / NFP / Parti socialiste,NFP,38.22,Gérard Raymond BLANCHET / EXD / Rassemblement national,EXD,30.38,Huguette TIEGNA / ENS / Renaissance,ENS,26.96,True,True,7.84,
224,047-01,False,70.79,Sébastien DELBOSQ / EXD / Rassemblement national,EXD,43.11,Michel LAUZZANA / ENS / Renaissance,ENS,28.41,Paul VO VAN / NFP / Les Écologistes,NFP,25.63,True,False,14.7,
225,047-02,False,69.33,Hélène LAPORTE / EXD / Rassemblement national,EXD,49.31,Christophe COURREGELONGUE / NFP / Parti socialiste,NFP,26.89,Jean-Marie LENZI / ENS / Renaissance,ENS,21.99,True,True,22.42,
226,047-03,False,69.94,Annick COUSIN / EXD / Rassemblement national,EXD,41.08,Guillaume LEPERS / LR / Du courage !,LR,24.99,,,,True,False,16.09,
227,048-01,False,75.04,Sophie PANTEL / NFP / Parti socialiste,NFP,35.17,Luc-Etienne GOUSSEAU / EXD / Rassemblement national,EXD,33.91,Pierre MOREL A L'HUISSIER / Alliance centriste,,24.04,True,True,1.2600000000000051,<2
228,049-01,False,70.0,François GERNIGON / ENS / Horizons,ENS,34.83,Elsa RICHARD / NFP / Les Écologistes,NFP,33.82,Hugo LOUVIGNE / EXD / Rassemblement national,EXD,23.12,True,False,1.009999999999998,<2
229,049-02,False,70.74,Stella DUPONT / ENS / Renaissance,ENS,33.1,Léo METAYER / NFP / La France insoumise,NFP,28.32,Thomas BRISSEAU / EXD / Rassemblement national,EXD,24.25,True,False,4.780000000000001,<5
230,049-03,False,68.55,Edouard BOURGEAULT / EXD / Rassemblement national,EXD,37.84,Anne-Laure BLIN / LR / Les Républicains,LR,23.87,Patrick ALEXANDRE / NFP / La France insoumise,NFP,19.92,True,False,13.970000000000002,
231,049-04,False,70.0,Aurore LAHONDÈS / EXD / Rassemblement national,EXD,34.9,Laëtitia SAINT-PAUL / ENS / Renaissance,ENS,34.87,Charlyne BOUVET / NFP / Parti communiste français,NFP,20.59,True,False,0.030000000000001137,<0.5
232,049-05,False,67.84,Denis MASSEGLIA / ENS / Renaissance,ENS,33.7,Gilles BOURDOULEIX / EXD / À droite ! Les amis d’Éric Ciotti,EXD,30.54,France MOREAU / NFP / La France insoumise,NFP,21.33,True,False,3.1600000000000037,<5
233,049-06,False,70.01,Nicole DUBRE CHIRAT / ENS / Renaissance,ENS,35.28,Tim PAVAGEAU / EXD / Rassemblement national,EXD,28.82,Sylvie GABIN / NFP / La France insoumise,NFP,24.79,True,False,6.460000000000001,
234,049-07,False,70.5,Philippe BOLO / ENS / Modem,ENS,33.86,Guillaume JOUANNEAU / NFP / Parti socialiste,NFP,29.07,Clémence LASCAUD / EXD / Rassemblement national,EXD,27.38,True,False,4.789999999999999,<5
235,050-01,False,69.22,Philippe GOSSELIN / LR / Les Républicains,LR,38.3,Franck SIMON / EXD / Rassemblement national,EXD,32.89,,,,True,False,5.409999999999997,
236,050-02,False,70.53,Bertrand SORRE / ENS / Renaissance,ENS,39.91,Marie-Françoise KURDZIEL / EXD / Rassemblement national,EXD,31.84,,,,True,False,8.069999999999997,
237,050-03,False,70.08,Pierre GIRY / EXD / À droite ! Les amis d’Éric Ciotti,EXD,33.89,Stéphane TRAVERT / ENS / Renaissance,ENS,33.24,Gaëlle VEROVE / NFP / Parti communiste français,NFP,20.01,True,False,0.6499999999999986,<1
238,050-04,False,67.38,Anna PIC / NFP / Parti socialiste,NFP,34.23,Nicolas CONQUER / EXD / À droite ! Les amis d’Éric Ciotti,EXD,30.01,,,,True,True,4.219999999999995,<5
239,051-01,False,64.43,Adrien MEXIS / EXD,EXD,37.3,Xavier ALBERTINI / ENS / Horizons,ENS,33.84,Evelyne BOURGOIN / NFP / Les Écologistes,NFP,27.05,True,False,3.4599999999999937,<5
240,051-02,False,66.25,Anne-Sophie FRIGOUT / EXD / Rassemblement national,EXD,36.34,Laure MILLER / ENS / Renaissance,ENS,30.39,Stéphane PIROUELLE / NFP / La France insoumise,NFP,21.75,True,False,5.950000000000003,
241,051-03,False,65.97,Maxime MICHELET / EXD / À droite ! Les amis d’Éric Ciotti,EXD,43.84,Eric GIRARDIN / ENS / Renaissance,ENS,31.92,,,,True,False,11.920000000000002,
242,051-04,False,64.82,Achille BISIAUX / EXD / Rassemblement national,EXD,42.77,Lise MAGNIER / ENS / Horizons,ENS,30.98,,,,True,False,11.790000000000003,
243,051-05,False,68.74,Thierry BESSON / EXD / Rassemblement national,EXD,46.99,Charles DE COURSON / Régions et peuples solidaires,,42.66,,,,True,False,4.330000000000005,<5
244,052-01,False,67.36,Christophe BENTZ / EXD / Rassemblement national,EXD,48.83,Bérangère ABBA / ENS / Horizons,ENS,28.05,Benjamin LAMBERT / NFP / Parti socialiste,NFP,20.38,True,False,20.779999999999998,
245,052-02,False,64.48,Laurence ROBERT-DEHAULT / EXD / Rassemblement national,EXD,56.82,,,,,,,False,False,,
246,053-01,False,68.47,Guillaume GAROT / NFP / Parti socialiste,NFP,45.39,Paule VEYRE DE SORAS / EXD / Rassemblement national,EXD,28.59,"Vincent SAULNIER / Union de la droite, du centre et des indépendants",,20.1,True,True,16.8,
247,053-02,False,68.93,Géraldine BANNIER / ENS / Modem,ENS,35.17,Jean-Michel CADENAS / EXD / Rassemblement national,EXD,31.79,Grégory BOISSEAU / NFP / Les Écologistes,NFP,22.77,True,False,3.3800000000000026,<5
248,053-03,False,67.7,Yannick FAVENNEC / ENS / Horizons,ENS,48.68,Annie BELL / EXD / Rassemblement national,EXD,31.11,Stéphanie LEFOULON / NFP / Parti socialiste,NFP,19.18,True,False,17.57,
249,054-01,False,67.1,Estelle MERCIER / NFP / Parti socialiste,NFP,37.73,Patricia MELET / EXD / Rassemblement national,EXD,26.9,Philippe GUILLEMARD / ENS / Renaissance,ENS,26.38,True,True,10.829999999999998,
250,054-02,False,67.56,Stéphane HABLOT / NFP / Parti socialiste,NFP,39.91,Emmanuel LACRESSE / ENS / Renaissance,ENS,30.74,Geneviève MAILLOT / EXD / Rassemblement national,EXD,22.45,True,False,9.169999999999998,
251,054-03,False,58.64,Frédéric WEBER / EXD / Rassemblement national,EXD,43.46,Martine ETIENNE / NFP / La France insoumise,NFP,28.49,,,,True,True,14.970000000000002,
252,054-04,False,67.2,Dominique BILDE / EXD / Rassemblement national,EXD,43.7,Thibault BAZIN / LR / Les Républicains,LR,33.21,Barbara BERTOZZI-BIÉVELOT / NFP / Les Écologistes,NFP,20.59,True,False,10.490000000000002,
253,054-05,False,67.6,Dominique POTIER / NFP / Parti socialiste,NFP,43.47,Louis-Joseph PECHER / EXD / À droite ! Les amis d’Éric Ciotti,EXD,30.45,,,,True,True,13.02,
254,054-06,False,63.61,Anthony BOULOGNE / EXD / Rassemblement national,EXD,44.53,Caroline FIAT / NFP / La France insoumise,NFP,26.73,,,,True,True,17.8,
255,055-01,False,67.96,Maxime AMBLARD / EXD / Rassemblement national,EXD,47.95,Bertrand PANCHER / Régions et peuples solidaires,,34.22,,,,True,False,13.730000000000004,
256,055-02,False,65.17,Florence GOULET / EXD / Rassemblement national,EXD,50.63,,,,,,,False,False,,
257,056-01,False,74.61,Anne LE HÉNANFF / ENS / Horizons,ENS,42.13,Anne GALLO / NFP / Parti socialiste,NFP,28.24,Joseph MARTIN / EXD / Rassemblement national,EXD,25.37,True,False,13.890000000000004,
258,056-02,False,74.69,Jimmy PAHUN / ENS / Modem,ENS,32.14,Florent DE KERSAUSON / EXD / Rassemblement national,EXD,30.03,Jade BENIGUEL / NFP / La France insoumise,NFP,25.8,True,False,2.1099999999999994,<5
259,056-03,False,71.84,Antoine OLIVIERO / EXD / Rassemblement national,EXD,35.85,Nicole LE PEIH / ENS / Renaissance,ENS,26.57,Marie Madeleine DORÉ-LUCAS / NFP / La France insoumise,NFP,20.41,True,False,9.280000000000001,
260,056-04,False,72.17,Paul MOLAC / Régions et peuples solidaires,,35.84,Katel LE CUILLIER / EXD / Rassemblement national,EXD,31.51,,,,True,False,4.330000000000002,<5
261,056-05,False,70.01,Damien GIRARD / NFP / Les Écologistes,NFP,35.56,Lysiane MÉTAYER / ENS / Renaissance,ENS,34.6,Aurélie LE GOFF / EXD / Rassemblement national,EXD,27.9,True,False,0.9600000000000009,<1
262,056-06,False,71.94,Nathalie GUIHOT-VIEIRA / EXD / Rassemblement national,EXD,34.69,Jean-Michel JACQUES / ENS / Renaissance,ENS,33.08,Jean-Michel BAUDRY / NFP / La France insoumise,NFP,23.75,True,False,1.6099999999999994,<2
